customer_id,jours_depuis_visite,jours_depuis_achat,nb_sessions,nb_transactions,churn,proba_churn,risque
22330,220.0,200,2.0,3,1,0.6779498181871975,Élevé
3889,184.0,184,1.0,3,1,0.677947649920607,Élevé
20749,403.0,280,2.0,3,1,0.6779439253621,Élevé
36156,661.0,1157,3.0,1,1,0.6779295366061657,Élevé
2774,181.0,176,2.0,4,1,0.6779187243231519,Élevé
20877,140.0,140,2.0,5,1,0.6778968476270099,Élevé
6236,552.0,653,2.0,4,1,0.6778888990330614,Élevé
6789,490.0,216,3.0,1,1,0.6778833104773382,Élevé
43704,262.0,317,2.0,2,1,0.6778762642012395,Élevé
9298,211.0,495,2.0,3,1,0.6778702134171453,Élevé
3260,94.0,782,2.0,2,1,0.6778374994449082,Élevé
39435,162.0,526,1.0,3,1,0.6778292239732339,Élevé
22117,447.0,133,4.0,11,1,0.6778089069853794,Élevé
10963,826.0,948,3.0,2,1,0.6777956788716233,Élevé
14296,416.0,856,3.0,1,1,0.6777848394983355,Élevé
47989,1040.0,1062,2.0,3,1,0.6777712317280433,Élevé
33083,487.0,505,3.0,2,1,0.6777682179910578,Élevé
10109,461.0,56,2.0,1,0,0.6777669065388046,Élevé
45340,583.0,1021,2.0,4,1,0.6777615786501431,Élevé
36395,1068.0,109,2.0,4,1,0.6777424001903699,Élevé
10930,393.0,393,3.0,2,1,0.6777298631623296,Élevé
46595,286.0,189,3.0,2,1,0.6777276498779995,Élevé
33217,351.0,645,2.0,2,1,0.6777040393177393,Élevé
13085,942.0,1017,3.0,3,1,0.6776958091741078,Élevé
33856,57.0,67,2.0,3,0,0.6776900553781351,Élevé
10431,744.0,529,3.0,3,1,0.6776681922931022,Élevé
6823,256.0,42,2.0,1,0,0.6776664481359466,Élevé
31820,137.0,137,3.0,3,1,0.6776580588600845,Élevé
44950,171.0,97,3.0,5,1,0.67763169635772,Élevé
5318,971.0,542,3.0,2,1,0.6776050317351527,Élevé
24096,245.0,362,2.0,3,1,0.6775955299176204,Élevé
35062,752.0,269,1.0,3,1,0.6775952419114106,Élevé
18874,50.0,372,2.0,2,0,0.6775916982388017,Élevé
34487,743.0,623,2.0,2,1,0.6775726095432621,Élevé
31858,64.0,349,2.0,2,0,0.6775707614006206,Élevé
44542,173.0,620,3.0,3,1,0.677559026564155,Élevé
34633,357.0,1209,3.0,1,1,0.6775508040911575,Élevé
18217,329.0,653,3.0,2,1,0.6775319847953711,Élevé
23139,902.0,1128,3.0,2,1,0.6775261315466475,Élevé
12555,206.0,503,4.0,1,1,0.6775203349784422,Élevé
14395,803.0,214,1.0,3,1,0.6775080969069315,Élevé
19416,470.0,112,1.0,5,1,0.6774957549433286,Élevé
2735,489.0,76,2.0,3,0,0.6774780299428801,Élevé
48740,150.0,150,2.0,3,1,0.6774527882402963,Élevé
10249,411.0,71,2.0,2,0,0.6774453356974418,Élevé
20621,62.0,537,2.0,2,0,0.6774401828886493,Élevé
39953,296.0,388,2.0,2,1,0.6774356906219536,Élevé
2828,406.0,163,2.0,3,1,0.6774336345023738,Élevé
19322,328.0,416,2.0,3,1,0.6774117210944526,Élevé
18988,337.0,337,3.0,1,1,0.67741171307037,Élevé
31140,944.0,503,1.0,3,1,0.6773683895146173,Élevé
29372,99.0,475,2.0,3,1,0.6773281287630847,Élevé
26715,316.0,422,2.0,3,1,0.6773199244694931,Élevé
9409,656.0,307,3.0,2,1,0.6772990910806925,Élevé
46642,122.0,172,2.0,2,1,0.677295393162117,Élevé
12636,334.0,333,2.0,4,1,0.6772834613543535,Élevé
35957,411.0,478,3.0,1,1,0.6772736686935313,Élevé
39749,1190.0,913,1.0,3,1,0.6772699979574776,Élevé
43827,1232.0,41,1.0,3,0,0.6772443167888548,Élevé
1447,1119.0,155,1.0,3,1,0.6772203213228838,Élevé
39227,226.0,411,2.0,4,1,0.6772018191941805,Élevé
7412,101.0,101,4.0,4,1,0.6771991008226526,Élevé
17029,562.0,147,1.0,3,1,0.6771948687604266,Élevé
29854,124.0,946,3.0,1,1,0.6770997304180273,Élevé
25711,436.0,542,2.0,2,1,0.6770946448041135,Élevé
23678,612.0,230,2.0,3,1,0.6770936594928159,Élevé
21514,1244.0,403,1.0,3,1,0.6770795613755841,Élevé
34313,365.0,325,2.0,4,1,0.6770761208431808,Élevé
17226,385.0,281,2.0,2,1,0.677072488668412,Élevé
27049,339.0,181,4.0,2,1,0.677069884550801,Élevé
33769,45.0,641,2.0,2,0,0.6770123639821202,Élevé
43080,63.0,982,1.0,1,0,0.676937236730066,Élevé
25656,299.0,299,3.0,2,1,0.6769365207972301,Élevé
8028,210.0,210,1.0,5,1,0.6769290426171298,Élevé
18574,200.0,470,3.0,1,1,0.6769217617288737,Élevé
20782,601.0,11,1.0,1,0,0.6769009431432218,Élevé
21144,381.0,319,2.0,4,1,0.6768996793009641,Élevé
43125,138.0,1254,6.0,1,1,0.6768853962653787,Élevé
5323,49.0,161,2.0,3,0,0.6768595443501612,Élevé
1173,208.0,581,3.0,4,1,0.6768284208823672,Élevé
44412,1228.0,501,2.0,7,1,0.6768233363577827,Élevé
49807,821.0,701,2.0,3,1,0.6768034930027599,Élevé
31351,103.0,766,2.0,2,1,0.6767822668117828,Élevé
20045,24.0,141,1.0,3,0,0.6767481718577351,Élevé
19454,512.0,239,2.0,2,1,0.6767481309099544,Élevé
26307,421.0,472,2.0,2,1,0.6767451027950089,Élevé
3996,225.0,1040,2.0,3,1,0.6767351183833441,Élevé
29128,240.0,234,2.0,4,1,0.6766692636920005,Élevé
24744,840.0,453,2.0,2,1,0.6766650725062782,Élevé
25723,568.0,145,2.0,3,1,0.6766421391585818,Élevé
15711,313.0,418,3.0,2,1,0.6766366294235113,Élevé
5526,1145.0,112,1.0,5,1,0.6766321308478004,Élevé
47257,6.0,6,2.0,3,0,0.6766292194514782,Élevé
2921,558.0,263,3.0,2,1,0.6766274732236502,Élevé
20454,920.0,333,1.0,7,1,0.676624067607837,Élevé
21162,166.0,166,2.0,3,1,0.6766083006137198,Élevé
42556,616.0,273,2.0,3,1,0.6766018633412368,Élevé
7782,132.0,14,1.0,2,0,0.6766005457136097,Élevé
4129,336.0,134,1.0,2,1,0.6765857119786481,Élevé
44476,902.0,638,2.0,2,1,0.6765841609076726,Élevé
6975,224.0,48,2.0,2,0,0.6765807792102676,Élevé
19338,277.0,789,2.0,4,1,0.676565150345739,Élevé
38951,1185.0,791,3.0,1,1,0.6765636198539393,Élevé
1114,182.0,897,4.0,2,1,0.6765526564743225,Élevé
31161,112.0,112,3.0,5,1,0.6765002360071284,Élevé
29476,453.0,735,2.0,2,1,0.6764723591478818,Élevé
15132,248.0,247,3.0,4,1,0.676466593666414,Élevé
41632,73.0,131,2.0,3,0,0.6764665411565819,Élevé
31252,172.0,890,4.0,2,1,0.6764462422479047,Élevé
20866,717.0,467,2.0,3,1,0.6764419126093366,Élevé
11663,302.0,228,2.0,3,1,0.6764405435109192,Élevé
5091,275.0,899,3.0,3,1,0.6764095523087532,Élevé
7790,35.0,333,3.0,2,0,0.6763727562075075,Élevé
35357,1232.0,675,2.0,2,1,0.6763714281020625,Élevé
47320,834.0,727,2.0,3,1,0.6763632868051104,Élevé
47243,534.0,181,3.0,2,1,0.6763138486373035,Élevé
26361,454.0,234,1.0,3,1,0.6762758859924796,Élevé
8990,22.0,272,2.0,2,0,0.6762339921466187,Élevé
43141,440.0,104,4.0,4,1,0.6761699351957832,Élevé
8210,463.0,73,1.0,1,0,0.6761582808534837,Élevé
32057,357.0,121,2.0,2,1,0.6761466369897853,Élevé
32931,255.0,255,3.0,2,1,0.6761348896142482,Élevé
1840,734.0,656,3.0,2,1,0.6761197454536828,Élevé
9038,173.0,172,2.0,4,1,0.6761147699683921,Élevé
32441,265.0,669,3.0,1,1,0.6761127255076012,Élevé
14559,1227.0,134,3.0,2,1,0.6761024062093813,Élevé
20599,435.0,9,2.0,3,0,0.6760821030882034,Élevé
26410,41.0,1234,2.0,1,0,0.6760667946005054,Élevé
31253,234.0,413,2.0,3,1,0.6760654407827257,Élevé
47511,697.0,691,3.0,2,1,0.6760628035725492,Élevé
20756,38.0,6,2.0,3,0,0.6759958803775606,Élevé
25666,946.0,74,1.0,2,0,0.6759903899060643,Élevé
34272,337.0,337,2.0,4,1,0.6759749281415699,Élevé
45617,915.0,1257,3.0,3,1,0.6759706224797669,Élevé
45938,249.0,249,2.0,4,1,0.6759679657191721,Élevé
27017,745.0,50,2.0,3,0,0.6759595378027657,Élevé
3810,741.0,1286,3.0,1,1,0.6759410617729575,Élevé
19247,420.0,196,2.0,3,1,0.6759380893288103,Élevé
39178,520.0,443,3.0,3,1,0.6758833633052155,Élevé
515,448.0,309,2.0,3,1,0.6758750150068044,Élevé
6651,232.0,232,3.0,3,1,0.6758649359499607,Élevé
8666,31.0,31,2.0,3,0,0.6758558287260251,Élevé
4159,347.0,574,3.0,4,1,0.6758378831414582,Élevé
28337,60.0,133,1.0,3,0,0.6757500272766631,Élevé
44717,268.0,474,2.0,4,1,0.6757445903395264,Élevé
42595,645.0,416,2.0,4,1,0.6757191279902645,Élevé
5590,377.0,164,4.0,1,1,0.6757046999115588,Élevé
4295,619.0,679,3.0,4,1,0.6756698071351137,Élevé
18816,901.0,1013,1.0,3,1,0.6756644142263162,Élevé
5271,1117.0,418,2.0,4,1,0.6756394216801884,Élevé
14734,256.0,336,2.0,3,1,0.6756109940799793,Élevé
2734,218.0,351,2.0,2,1,0.6755919478705777,Élevé
6880,811.0,299,1.0,3,1,0.6755790799500199,Élevé
8772,786.0,1318,5.0,1,1,0.675542496628909,Élevé
34554,188.0,763,2.0,3,1,0.6755411448360633,Élevé
47025,662.0,999,2.0,3,1,0.6755334889768938,Élevé
37315,108.0,198,3.0,2,1,0.6754670613100794,Élevé
37910,78.0,992,3.0,2,0,0.6754642757416178,Élevé
8332,424.0,424,5.0,2,1,0.675415164945248,Élevé
24755,305.0,487,3.0,4,1,0.6754068073849808,Élevé
15005,588.0,263,2.0,2,1,0.6753930191020054,Élevé
15817,610.0,625,3.0,1,1,0.675343147059026,Élevé
10429,323.0,218,3.0,1,1,0.6753329586370121,Élevé
24628,745.0,382,2.0,2,1,0.6753098436072679,Élevé
4003,1174.0,463,2.0,4,1,0.6753062013904187,Élevé
8105,44.0,44,2.0,3,0,0.6752802678174541,Élevé
11856,257.0,257,2.0,3,1,0.6752785739144562,Élevé
49425,20.0,19,2.0,2,0,0.6752485417659129,Élevé
5506,282.0,306,2.0,3,1,0.6752417983594664,Élevé
40600,298.0,298,2.0,4,1,0.6752354716893727,Élevé
28561,399.0,10,3.0,2,0,0.6752322240499786,Élevé
36830,804.0,121,3.0,2,1,0.6752291988592719,Élevé
25701,211.0,211,2.0,4,1,0.675205170535117,Élevé
3769,216.0,242,3.0,2,1,0.6751861561454917,Élevé
6240,141.0,1330,3.0,1,1,0.6751753835248219,Élevé
49665,893.0,138,2.0,2,1,0.6751585080654513,Élevé
40062,195.0,479,3.0,4,1,0.6751489773320181,Élevé
21007,518.0,1029,2.0,2,1,0.6751082350599938,Élevé
26957,643.0,336,1.0,3,1,0.6751022585383082,Élevé
35807,694.0,511,2.0,2,1,0.6751022338303717,Élevé
49107,116.0,116,4.0,2,1,0.6751014878829121,Élevé
49761,765.0,670,3.0,2,1,0.6750993732744516,Élevé
47854,60.0,86,2.0,2,0,0.6750948664947459,Élevé
7523,329.0,852,2.0,5,1,0.6750877715578892,Élevé
44393,463.0,462,4.0,3,1,0.6750837530437643,Élevé
5153,324.0,324,2.0,3,1,0.6750663778507601,Élevé
39621,376.0,196,2.0,3,1,0.6750521715523962,Élevé
24813,692.0,246,1.0,4,1,0.675030124969374,Élevé
46763,180.0,223,2.0,3,1,0.6750229221680414,Élevé
5747,771.0,297,2.0,2,1,0.6750128701988777,Élevé
2106,390.0,766,2.0,2,1,0.6749654877542797,Élevé
34638,371.0,107,2.0,4,1,0.674942756159211,Élevé
11468,533.0,312,1.0,4,1,0.67494099697539,Élevé
18598,97.0,97,2.0,3,1,0.6748571092203548,Élevé
43284,82.0,174,2.0,3,0,0.6748467126796197,Élevé
22635,236.0,203,2.0,4,1,0.6748194838371049,Élevé
45767,773.0,462,3.0,2,1,0.6748111880528981,Élevé
31760,333.0,1001,3.0,2,1,0.6747952427657132,Élevé
9520,404.0,263,3.0,3,1,0.6747532965667683,Élevé
46191,127.0,127,3.0,3,1,0.6747430741173485,Élevé
716,190.0,1229,3.0,1,1,0.674724705943809,Élevé
16515,203.0,1272,3.0,2,1,0.6747188648597257,Élevé
24575,67.0,308,2.0,2,0,0.6746751962491793,Élevé
42896,486.0,607,5.0,1,1,0.674640788410689,Élevé
46331,279.0,279,3.0,2,1,0.6746384042574454,Élevé
28929,205.0,246,2.0,4,1,0.6746282810067668,Élevé
13490,458.0,189,2.0,4,1,0.6746088530020959,Élevé
4332,34.0,389,2.0,2,0,0.6746050021647885,Élevé
18114,291.0,905,4.0,1,1,0.674597138484988,Élevé
1284,156.0,123,2.0,4,1,0.6745874681812386,Élevé
19550,321.0,306,3.0,2,1,0.6745664323272194,Élevé
42161,420.0,1220,3.0,1,1,0.6745279900235268,Élevé
28603,560.0,100,2.0,2,1,0.6745264556368825,Élevé
16032,36.0,36,2.0,3,0,0.674520765915287,Élevé
32175,522.0,56,2.0,2,0,0.674513667714419,Élevé
27570,397.0,659,4.0,2,1,0.6745080129439089,Élevé
5744,305.0,305,4.0,5,1,0.6744863978210536,Élevé
29586,652.0,105,1.0,3,1,0.6744802184765487,Élevé
11236,325.0,810,1.0,3,1,0.6744757805065156,Élevé
32494,476.0,310,2.0,2,1,0.6744564409586391,Élevé
34745,779.0,187,2.0,3,1,0.6744509142973836,Élevé
33410,749.0,158,2.0,3,1,0.6744214197150548,Élevé
49549,218.0,274,4.0,5,1,0.6744017901609783,Élevé
17384,627.0,244,2.0,4,1,0.6743999483366016,Élevé
22483,477.0,108,1.0,4,1,0.6743907766660668,Élevé
45468,370.0,312,2.0,4,1,0.6743894373186267,Élevé
49433,630.0,329,2.0,3,1,0.6743877231896859,Élevé
1617,179.0,514,3.0,1,1,0.6743748706264234,Élevé
39248,632.0,92,2.0,5,1,0.6743554490358826,Élevé
44118,73.0,820,2.0,2,0,0.6743304247439855,Élevé
31792,43.0,160,2.0,2,0,0.6743190251230361,Élevé
23389,310.0,24,3.0,1,0,0.6743147362871552,Élevé
2689,250.0,988,4.0,3,1,0.6743125539271013,Élevé
21715,370.0,26,2.0,3,0,0.6743040620451122,Élevé
19938,1213.0,134,1.0,3,1,0.6743019770452015,Élevé
45950,45.0,698,3.0,1,0,0.6742781646433038,Élevé
40831,226.0,38,2.0,5,0,0.674276073497535,Élevé
1318,289.0,1199,1.0,1,1,0.6742680598651183,Élevé
41048,280.0,275,2.0,2,1,0.6742560196600325,Élevé
46623,1008.0,354,2.0,2,1,0.6742369809139004,Élevé
35365,504.0,494,2.0,5,1,0.6742305547240137,Élevé
10075,589.0,327,1.0,4,1,0.6742291953399395,Élevé
27236,871.0,541,1.0,3,1,0.67420459689206,Élevé
15700,541.0,142,2.0,2,1,0.6742016641048071,Élevé
39743,210.0,84,2.0,3,0,0.674150117905847,Élevé
11527,55.0,474,1.0,2,0,0.6741328659073877,Élevé
19128,427.0,237,2.0,4,1,0.6741252609268278,Élevé
15108,285.0,481,3.0,2,1,0.6741235447194476,Élevé
5223,71.0,509,2.0,4,0,0.6741093786311037,Élevé
6768,538.0,607,2.0,3,1,0.6740785963598275,Élevé
27435,298.0,214,2.0,4,1,0.6740775308316106,Élevé
13435,117.0,213,4.0,2,1,0.6740691317686708,Élevé
21324,221.0,1054,3.0,1,1,0.6740435538777448,Élevé
37825,208.0,208,2.0,4,1,0.6740414152121267,Élevé
317,408.0,334,3.0,3,1,0.6740372061660181,Élevé
690,317.0,317,3.0,3,1,0.6740284011764482,Élevé
28118,33.0,749,2.0,2,0,0.6740264074025291,Élevé
35255,827.0,827,3.0,1,1,0.6740108310336049,Élevé
10944,190.0,1013,3.0,2,1,0.6740004377262001,Élevé
15193,1219.0,283,2.0,3,1,0.6739988134401799,Élevé
21598,184.0,260,4.0,3,1,0.6739943192088153,Élevé
30540,306.0,306,2.0,3,1,0.67397286944262,Élevé
27456,320.0,51,2.0,2,0,0.6739719704925089,Élevé
14383,342.0,956,3.0,2,1,0.6739559229350118,Élevé
11683,306.0,90,2.0,4,0,0.6739221788449155,Élevé
44013,187.0,250,1.0,3,1,0.6739107729137409,Élevé
12184,372.0,607,2.0,2,1,0.6739102483069712,Élevé
29610,596.0,622,2.0,4,1,0.6738570236929832,Élevé
47735,582.0,853,3.0,1,1,0.6738388977881388,Élevé
39358,492.0,203,2.0,3,1,0.6738360601855982,Élevé
5378,406.0,506,4.0,2,1,0.6738356120068586,Élevé
14277,922.0,101,3.0,2,1,0.6738066282832765,Élevé
17387,1167.0,320,2.0,3,1,0.673805566532125,Élevé
38668,262.0,551,3.0,3,1,0.6737434212529556,Élevé
44809,416.0,372,2.0,2,1,0.6737136143610103,Élevé
37895,514.0,1001,4.0,1,1,0.6737125195885841,Élevé
42190,660.0,561,4.0,2,1,0.6736817495823014,Élevé
22316,392.0,132,2.0,2,1,0.6736729484608648,Élevé
15958,706.0,98,3.0,2,1,0.6734927697614479,Élevé
46958,23.0,564,2.0,3,0,0.673490629237695,Élevé
9697,365.0,500,3.0,2,1,0.6734586066387362,Élevé
32279,727.0,1005,2.0,2,1,0.6734275586171995,Élevé
2890,168.0,751,3.0,2,1,0.6734169318438835,Élevé
38164,239.0,63,1.0,4,0,0.6734164870596316,Élevé
43904,338.0,338,2.0,4,1,0.6734156724933561,Élevé
9985,835.0,886,2.0,3,1,0.673414712608853,Élevé
39063,396.0,424,3.0,3,1,0.6734070968823639,Élevé
1571,353.0,326,2.0,4,1,0.6734006733710138,Élevé
14752,294.0,247,3.0,4,1,0.6733947587953866,Élevé
3938,571.0,352,2.0,2,1,0.6733939937757627,Élevé
42909,100.0,103,2.0,4,1,0.6733311568221145,Élevé
34650,630.0,616,1.0,3,1,0.6733193510890709,Élevé
264,757.0,189,2.0,10,1,0.6733157389104725,Élevé
38334,133.0,12,2.0,2,0,0.673301244889705,Élevé
24133,509.0,1338,3.0,1,1,0.6732984397603623,Élevé
28260,913.0,509,1.0,3,1,0.6732765485229824,Élevé
5026,100.0,336,1.0,5,1,0.673263692968213,Élevé
7810,699.0,93,1.0,4,1,0.6732561953003128,Élevé
34015,1010.0,130,1.0,6,1,0.6732534999010679,Élevé
11500,441.0,207,2.0,4,1,0.6732415438650922,Élevé
19237,307.0,384,2.0,2,1,0.6732296677744586,Élevé
32044,119.0,348,2.0,3,1,0.6732011336784036,Élevé
15297,44.0,1085,2.0,1,0,0.6731964031702611,Élevé
11735,764.0,156,2.0,3,1,0.6731954590360836,Élevé
17508,28.0,195,2.0,3,0,0.6731850955951463,Élevé
2407,1104.0,563,1.0,3,1,0.6731754022054788,Élevé
42139,208.0,199,2.0,6,1,0.6731407220036928,Élevé
1227,701.0,701,3.0,2,1,0.6731333276628796,Élevé
23839,1331.0,102,1.0,4,1,0.6731188260545033,Élevé
11332,14.0,558,2.0,2,0,0.6730898813207079,Élevé
553,200.0,1146,2.0,3,1,0.6730370763847594,Élevé
30923,7.0,7,2.0,3,0,0.6729888192846514,Élevé
41274,917.0,894,2.0,2,1,0.672982020412962,Élevé
14036,384.0,224,2.0,4,1,0.6729783979657595,Élevé
10025,54.0,54,1.0,4,0,0.6729185396055607,Élevé
44473,231.0,573,2.0,2,1,0.6729116682471178,Élevé
12072,981.0,510,1.0,4,1,0.6729072888143868,Élevé
2267,420.0,338,1.0,3,1,0.6729071505022537,Élevé
31011,25.0,57,3.0,2,0,0.6728819700040541,Élevé
45475,332.0,332,4.0,5,1,0.6728760142934201,Élevé
18496,720.0,830,3.0,3,1,0.6728653543625402,Élevé
27591,360.0,41,3.0,2,0,0.6728375541019018,Élevé
41621,724.0,89,2.0,4,0,0.6728216963920627,Élevé
2542,173.0,589,3.0,2,1,0.6728160833075084,Élevé
24834,1044.0,1128,3.0,2,1,0.6728153749028762,Élevé
48174,265.0,419,2.0,2,1,0.6728004113973661,Élevé
4474,26.0,25,3.0,4,0,0.6727988972061135,Élevé
16014,360.0,438,2.0,2,1,0.6727491717065424,Élevé
9127,221.0,221,3.0,2,1,0.672719993200123,Élevé
31799,268.0,370,2.0,3,1,0.6727107743487756,Élevé
18096,240.0,1040,1.0,4,1,0.6726899911924542,Élevé
20920,355.0,877,3.0,1,1,0.6726817308821618,Élevé
49500,629.0,16,2.0,3,0,0.6726518996360781,Élevé
37487,968.0,489,2.0,2,1,0.6726413537958185,Élevé
21934,145.0,513,2.0,2,1,0.672632847309243,Élevé
24672,58.0,209,2.0,2,0,0.6726304494162071,Élevé
27151,155.0,468,4.0,1,1,0.6726261563812437,Élevé
35136,140.0,983,3.0,1,1,0.672608821119919,Élevé
3296,134.0,1209,4.0,1,1,0.6725998250374019,Élevé
40301,543.0,322,3.0,1,1,0.6725827447238801,Élevé
38728,580.0,671,3.0,2,1,0.6725827340137751,Élevé
22915,602.0,253,1.0,4,1,0.6725629776368662,Élevé
30025,192.0,788,4.0,2,1,0.6725568786656748,Élevé
16438,342.0,251,3.0,2,1,0.6725529387761254,Élevé
2962,602.0,199,1.0,5,1,0.6725450824247191,Élevé
5648,225.0,813,2.0,2,1,0.6725375519069309,Élevé
35433,572.0,572,2.0,4,1,0.6725137681443979,Élevé
36342,307.0,1132,2.0,3,1,0.6725127096272742,Élevé
46113,135.0,188,4.0,3,1,0.672490598384234,Élevé
24836,147.0,459,2.0,2,1,0.6724892574362749,Élevé
36034,206.0,206,2.0,3,1,0.6724759932742829,Élevé
29613,362.0,550,2.0,2,1,0.6724738858831756,Élevé
28763,611.0,141,3.0,5,1,0.6724687471904071,Élevé
22404,551.0,504,2.0,2,1,0.6724420226585357,Élevé
28437,303.0,275,2.0,5,1,0.6724371949067397,Élevé
43535,386.0,17,2.0,3,0,0.6724210407728505,Élevé
46264,192.0,642,2.0,2,1,0.6724167918161654,Élevé
4609,15.0,15,2.0,3,0,0.6724038748672858,Élevé
3195,167.0,536,4.0,1,1,0.6723929770774539,Élevé
14382,827.0,352,2.0,3,1,0.6723907997411496,Élevé
13371,609.0,14,2.0,2,0,0.6723858606434016,Élevé
33679,76.0,428,2.0,2,0,0.672362866148996,Élevé
31013,239.0,186,3.0,2,1,0.6723380572944135,Élevé
47317,628.0,635,4.0,1,1,0.67232772860523,Élevé
14742,211.0,10,2.0,3,0,0.6723247543881719,Élevé
17398,349.0,697,2.0,3,1,0.6723213551524135,Élevé
6972,286.0,910,4.0,2,1,0.6722985837018498,Élevé
44290,455.0,351,2.0,3,1,0.6722979247715987,Élevé
22134,999.0,91,2.0,3,1,0.6722614850876593,Élevé
10461,156.0,406,4.0,1,1,0.6722379805473091,Élevé
43494,251.0,123,3.0,3,1,0.6722003868943005,Élevé
12185,120.0,140,4.0,2,1,0.6721904974049785,Élevé
33615,790.0,549,3.0,1,1,0.6721881800819551,Élevé
30065,48.0,599,2.0,2,0,0.6721872271940436,Élevé
12568,348.0,681,2.0,4,1,0.6721864423483781,Élevé
19210,645.0,281,3.0,4,1,0.6721722342071064,Élevé
33159,365.0,1016,3.0,2,1,0.672160712320661,Élevé
38729,260.0,330,3.0,1,1,0.672157505681563,Élevé
48252,200.0,370,2.0,2,1,0.6721295477409974,Élevé
2771,351.0,267,3.0,2,1,0.6721264737966814,Élevé
49552,1204.0,213,4.0,1,1,0.6721238800958969,Élevé
29982,324.0,77,2.0,3,0,0.6721178304639943,Élevé
31612,421.0,699,3.0,3,1,0.6721060447760054,Élevé
46260,473.0,207,2.0,4,1,0.6720933908662498,Élevé
23802,975.0,384,1.0,5,1,0.6720906515872284,Élevé
10819,622.0,75,3.0,2,0,0.67207848104349,Élevé
16475,344.0,344,2.0,3,1,0.672075149572592,Élevé
33667,648.0,179,2.0,5,1,0.6720526493386454,Élevé
22563,34.0,458,2.0,2,0,0.6720209570888883,Élevé
34646,1253.0,393,1.0,6,1,0.6719873747701608,Élevé
25262,393.0,393,4.0,12,1,0.671979372292598,Élevé
25961,124.0,124,2.0,6,1,0.6719775373868458,Élevé
28760,619.0,327,3.0,3,1,0.6719765310358139,Élevé
42974,540.0,0,2.0,3,0,0.6719732215137495,Élevé
27929,64.0,104,2.0,2,0,0.6719673065535143,Élevé
48953,507.0,35,2.0,5,0,0.6719658554551227,Élevé
22763,105.0,105,2.0,3,1,0.6719350971850321,Élevé
30777,431.0,430,1.0,6,1,0.671934279720439,Élevé
38824,293.0,304,1.0,4,1,0.6719178375405299,Élevé
11970,940.0,851,3.0,2,1,0.6719020359072087,Élevé
31590,128.0,128,3.0,2,1,0.6718785284034411,Élevé
39975,582.0,392,3.0,4,1,0.6718420008389727,Élevé
5333,593.0,147,1.0,6,1,0.6718140424604774,Élevé
29281,72.0,61,2.0,3,0,0.6718107138437541,Élevé
18845,249.0,114,2.0,4,1,0.671804560532361,Élevé
43327,586.0,418,4.0,1,1,0.6718028464878693,Élevé
40829,137.0,579,3.0,2,1,0.6717984307091427,Élevé
27901,265.0,226,4.0,2,1,0.6717938650652161,Élevé
5713,227.0,412,2.0,3,1,0.6717372502239338,Élevé
47198,171.0,29,2.0,3,0,0.6717314553094919,Élevé
41783,404.0,404,2.0,4,1,0.6717198776433786,Élevé
41498,688.0,256,2.0,2,1,0.6716766145396923,Élevé
31368,538.0,538,4.0,2,1,0.6716642552390283,Élevé
41455,22.0,22,2.0,3,0,0.6716534759203033,Élevé
48841,110.0,106,4.0,2,1,0.6716430829801378,Élevé
25674,34.0,807,3.0,1,0,0.6716371778611417,Élevé
32535,110.0,353,4.0,4,1,0.6716365207911931,Élevé
42293,279.0,539,3.0,1,1,0.6716296047066266,Élevé
20549,717.0,609,2.0,2,1,0.6716273560662969,Élevé
5404,202.0,466,2.0,2,1,0.6716249211255232,Élevé
13248,329.0,328,2.0,4,1,0.6716118075975579,Élevé
46479,276.0,523,2.0,4,1,0.6715617732131445,Élevé
16150,312.0,311,3.0,3,1,0.671543042883042,Élevé
975,1066.0,130,2.0,4,1,0.6715385202251497,Élevé
48505,205.0,570,3.0,2,1,0.6715312083943007,Élevé
11207,40.0,37,2.0,2,0,0.6715011437445305,Élevé
4689,46.0,46,4.0,4,0,0.6714609616578087,Élevé
11739,144.0,144,5.0,2,1,0.6714460038104549,Élevé
25876,1298.0,184,1.0,3,1,0.6714322475646313,Élevé
46696,372.0,7,2.0,4,0,0.6713617354378384,Élevé
16076,125.0,305,3.0,2,1,0.6713457373383933,Élevé
42414,585.0,585,4.0,3,1,0.6713305434831495,Élevé
8538,897.0,651,2.0,2,1,0.6713299268168891,Élevé
10839,840.0,1001,2.0,3,1,0.6713216881959992,Élevé
47815,1129.0,122,1.0,5,1,0.6713193060251984,Élevé
46076,498.0,128,2.0,3,1,0.6713180530493843,Élevé
40543,509.0,402,1.0,3,1,0.6712782391245524,Élevé
7351,650.0,455,2.0,2,1,0.6712222999204094,Élevé
47915,601.0,614,2.0,4,1,0.6712075902879038,Élevé
26904,63.0,887,2.0,1,0,0.6711829137754917,Élevé
36013,545.0,544,2.0,3,1,0.671174988893192,Élevé
6083,30.0,325,2.0,3,0,0.6711513232050582,Élevé
5257,139.0,139,4.0,4,1,0.6711481299595706,Élevé
43432,1104.0,199,1.0,3,1,0.671137468294112,Élevé
36587,425.0,714,2.0,1,1,0.6711373488755755,Élevé
29737,33.0,33,3.0,2,0,0.671116412253003,Élevé
6490,676.0,49,2.0,2,0,0.6710970304554507,Élevé
18031,543.0,313,1.0,7,1,0.6710640627972013,Élevé
32707,572.0,253,3.0,3,1,0.6710454906815053,Élevé
