customer_id,last_visit_date,jours_depuis_visite,last_purchase_date,jours_depuis_achat,churn
9781,2023-05-04,132.0,2023-03-14 00:46:34,183,0
9782,2023-09-01,12.0,2023-09-01 08:32:01,12,0
9783,2021-03-24,903.0,2022-12-05 10:03:49,282,1
9784,2023-04-23,143.0,2023-04-23 09:29:26,143,0
9785,2023-05-08,128.0,2022-12-18 03:51:19,269,0
9786,2022-09-17,361.0,2023-05-09 03:24:13,127,0
9787,2022-07-14,426.0,2022-02-21 19:22:24,568,1
9788,2023-05-23,113.0,2023-08-29 13:49:29,15,0
9789,2022-05-22,479.0,2022-12-23 21:20:27,263,0
9790,2023-04-08,158.0,2023-02-19 02:32:40,206,0
9791,2023-06-18,87.0,2023-08-20 19:14:45,23,0
9792,2023-05-13,123.0,2022-10-10 15:12:58,338,0
9793,2022-09-26,352.0,2023-01-18 01:28:33,238,0
9794,2023-06-24,81.0,2023-06-24 14:34:28,81,0
9795,2023-07-30,45.0,2023-07-30 10:06:24,45,0
9796,2023-06-04,101.0,2022-09-09 16:17:01,369,0
9797,2023-07-21,54.0,2023-07-21 17:26:59,54,0
9798,2023-03-17,180.0,2023-05-30 01:45:24,106,0
9799,2023-05-18,118.0,2023-06-12 23:12:17,92,0
9800,2020-06-17,1183.0,2023-04-26 13:42:55,140,0
9801,2022-03-18,544.0,2020-04-07 21:38:44,1253,1
9802,2023-07-10,65.0,2022-10-11 18:51:56,336,0
9803,2023-09-03,10.0,2023-09-03 13:10:54,10,0
9804,2022-12-28,259.0,2022-12-28 05:43:58,259,0
9805,2023-07-01,74.0,2023-01-31 08:50:39,225,0
9806,2022-07-31,409.0,2023-02-01 03:14:40,224,0
9807,2023-08-10,34.0,2022-09-25 18:00:56,353,0
9808,2023-09-08,5.0,2023-09-08 14:44:16,5,0
9809,2023-08-25,19.0,2023-02-02 12:42:44,223,0
9810,2022-11-22,295.0,2023-02-19 15:47:17,206,0
9811,2023-07-06,69.0,2023-07-06 14:21:34,69,0
9812,2022-09-10,368.0,2023-03-22 06:00:20,175,0
9813,2023-04-23,143.0,2023-01-26 11:42:55,230,0
9814,2023-09-06,7.0,2023-09-06 12:33:23,7,0
9815,2023-07-19,56.0,2023-07-19 14:44:35,56,0
9816,2022-04-29,502.0,2022-04-29 20:57:01,501,1
9817,2022-07-29,411.0,2020-12-20 11:37:07,997,1
9818,2020-12-10,1007.0,2023-06-16 19:20:21,88,0
9819,2022-02-28,562.0,2023-07-23 03:53:04,52,0
9820,2020-07-10,1160.0,2022-10-28 04:37:44,320,1
9821,2022-10-21,327.0,2022-03-10 04:07:51,552,1
9822,2023-04-24,142.0,2023-01-19 21:13:26,236,0
9823,2023-07-11,64.0,2023-03-17 13:34:54,180,0
9824,2023-02-13,212.0,2023-07-28 16:36:19,47,0
9825,2022-11-14,303.0,2022-04-25 16:48:30,506,1
9826,2023-08-30,14.0,2023-09-01 13:36:26,12,0
9827,2022-05-21,480.0,2021-10-06 19:54:49,706,1
9828,2023-06-27,78.0,2023-06-27 16:00:59,78,0
9829,2023-06-11,94.0,2022-10-18 10:20:47,330,0
9830,2021-10-07,706.0,2022-06-26 19:06:34,443,1
9831,2023-06-14,91.0,2023-06-14 02:45:44,91,0
9832,2023-06-02,103.0,2023-06-02 22:45:02,102,0
9833,2023-05-28,108.0,2023-07-08 13:20:13,67,0
9834,2023-08-30,14.0,2023-04-29 07:47:10,137,0
9835,2023-07-14,61.0,2023-08-22 21:19:26,21,0
9836,2023-06-27,78.0,2023-07-17 01:18:59,58,0
9837,2023-01-14,242.0,2023-01-14 04:40:14,242,0
9838,2022-11-23,294.0,2023-03-19 09:27:59,178,0
9839,2023-08-17,27.0,2023-06-28 15:07:12,77,0
9840,,9999.0,2022-11-20 01:47:34,297,1
9841,2023-04-13,153.0,2023-04-13 05:59:56,153,0
9842,2022-03-12,550.0,2022-02-05 01:22:12,585,1
9843,2022-07-18,422.0,2021-09-28 16:20:55,715,1
9844,2023-02-11,214.0,2023-02-05 09:32:33,220,0
9845,2023-02-06,219.0,2023-02-06 08:58:47,219,0
9846,2023-02-07,218.0,2022-04-05 01:46:47,526,0
9847,2023-07-09,66.0,2023-08-25 11:15:08,19,0
9848,2023-02-11,214.0,2023-07-04 23:23:33,70,0
9849,2023-08-06,38.0,2023-06-26 22:13:13,78,0
9850,2022-11-23,294.0,2023-07-17 21:17:54,57,0
9851,2023-05-28,108.0,2023-03-21 06:39:42,176,0
9852,2023-08-08,36.0,2023-03-01 00:12:45,196,0
9853,2023-05-06,130.0,2023-05-15 21:12:30,120,0
9854,2023-05-25,111.0,2023-05-25 20:52:49,110,0
9855,2023-08-09,35.0,2020-06-18 21:34:22,1181,0
9856,2023-07-02,73.0,2023-06-06 14:24:06,99,0
9857,2023-08-09,35.0,2022-08-29 02:01:34,380,0
9858,2023-01-15,241.0,2023-01-11 18:00:14,245,0
9859,2023-07-25,50.0,2023-08-22 20:05:28,21,0
9860,2023-08-02,42.0,2023-08-04 07:44:47,40,0
9861,2023-09-07,6.0,2021-09-02 12:00:12,741,0
9862,2021-10-31,682.0,2023-01-17 13:23:37,239,0
9863,2022-09-30,348.0,2023-07-11 21:27:22,63,0
9864,2022-08-30,379.0,2022-08-30 01:28:47,379,1
9865,2021-08-20,754.0,2021-11-22 06:36:10,660,1
9866,2023-02-14,211.0,2023-09-07 19:40:03,5,0
9867,2023-04-09,157.0,2023-06-27 09:31:10,78,0
9868,2021-04-05,891.0,2022-07-23 21:19:12,416,1
9869,2023-06-22,83.0,2022-11-17 09:30:47,300,0
9870,2023-08-27,17.0,2023-08-27 07:37:48,17,0
9871,2023-05-14,122.0,2022-01-14 03:58:01,607,0
9872,2022-04-10,521.0,2021-04-25 18:34:02,871,1
9873,2023-07-05,70.0,2022-12-12 01:46:32,275,0
9874,2020-05-23,1208.0,2021-12-21 10:51:34,631,1
9875,2022-06-22,448.0,2022-12-29 03:07:33,258,0
9876,2021-12-28,624.0,2021-10-31 20:29:43,681,1
9877,2023-03-01,196.0,2023-03-13 03:17:20,184,0
9878,2022-10-15,333.0,2022-10-05 18:09:54,343,1
9879,2023-08-08,36.0,2023-03-08 06:00:58,189,0
9880,2023-07-04,71.0,2023-07-20 23:01:02,54,0
9882,2023-08-28,16.0,2022-01-21 02:13:40,600,0
9883,2022-10-14,334.0,2023-05-22 05:20:03,114,0
9884,2023-03-30,167.0,2023-01-17 09:57:24,239,0
9885,2022-11-24,293.0,2023-06-28 04:13:47,77,0
9886,2021-05-24,842.0,2023-02-14 09:27:13,211,0
9887,2022-02-16,574.0,2023-07-07 19:30:18,67,0
9888,2022-06-05,465.0,2023-03-06 08:36:30,191,0
9889,2022-01-18,603.0,2022-10-01 03:48:30,347,1
9890,2020-12-26,991.0,2022-12-01 20:17:23,285,1
9891,2023-03-24,173.0,2023-07-06 07:57:24,69,0
9892,2023-04-17,149.0,2023-08-22 15:40:24,22,0
9893,2023-03-26,171.0,2023-07-25 23:38:43,49,0
9894,2020-12-11,1006.0,2022-10-18 23:10:52,329,1
9895,2023-09-01,12.0,2023-09-01 14:50:05,12,0
9896,2022-04-20,511.0,2023-05-10 15:56:52,126,0
9897,2023-06-05,100.0,2022-11-08 22:03:40,308,0
9898,2023-09-10,3.0,2021-09-27 19:31:28,715,0
9899,2022-09-16,362.0,2023-07-16 04:54:31,59,0
9900,2023-02-02,223.0,2020-12-08 05:56:21,1009,0
9901,2022-08-10,399.0,2023-06-11 00:30:38,94,0
9902,2023-01-23,233.0,2023-04-01 09:35:28,165,0
9903,2022-01-02,619.0,2022-01-24 22:18:14,596,1
9904,2023-08-16,28.0,2023-03-28 13:41:56,169,0
9905,2022-08-16,393.0,2023-03-28 16:46:04,169,0
9906,2023-05-26,110.0,2023-08-15 22:03:50,28,0
9907,2021-10-31,682.0,2023-04-22 10:54:15,144,0
9908,2023-07-13,62.0,2023-09-06 12:24:58,7,0
9909,2022-03-06,556.0,2023-04-28 11:56:58,138,0
9910,2021-10-31,682.0,2022-02-07 15:44:10,583,1
9911,2023-06-26,79.0,2023-06-26 17:34:24,79,0
9912,2023-08-11,33.0,2022-10-20 00:41:15,328,0
9913,2023-06-20,85.0,2023-07-01 15:52:32,74,0
9914,2023-01-25,231.0,2023-09-10 19:42:15,2,0
9915,2022-05-07,494.0,2022-05-07 22:04:06,493,1
9916,2023-07-31,44.0,2023-07-08 06:05:22,67,0
9917,2023-07-10,65.0,2022-05-03 02:15:54,498,0
9918,2021-11-16,666.0,2023-02-03 05:02:22,222,0
9919,2023-03-04,193.0,2023-09-01 00:59:19,12,0
9920,2023-09-04,9.0,2023-07-21 10:17:37,54,0
9921,2023-08-24,20.0,2023-07-16 17:05:28,59,0
9922,2023-09-03,10.0,2023-05-01 01:20:03,135,0
9923,2023-03-12,185.0,2021-12-22 20:01:50,629,0
9924,2022-03-12,550.0,2021-02-01 11:49:50,954,1
9925,2023-05-01,135.0,2023-06-03 13:39:10,102,0
9926,2023-08-12,32.0,2023-08-12 21:47:55,31,0
9927,2020-12-22,995.0,2022-12-06 20:50:01,280,1
9928,2022-02-12,578.0,2022-09-11 09:19:33,367,1
9929,2023-05-06,130.0,2022-07-09 06:44:31,431,0
9930,2023-01-12,244.0,2023-04-19 06:22:57,147,0
9931,2022-03-24,538.0,2022-07-05 19:24:20,434,1
9932,2021-04-15,881.0,2023-02-05 08:32:19,220,0
9933,2023-04-09,157.0,2022-02-11 21:22:23,578,0
9934,2021-12-27,625.0,2021-10-17 12:01:21,696,1
9935,2023-09-09,4.0,2023-09-09 19:56:11,3,0
9936,2021-01-10,976.0,2022-09-06 01:26:55,372,1
9937,2023-05-30,106.0,2022-03-19 23:08:27,542,0
9938,2023-04-06,160.0,2023-09-05 15:37:17,8,0
9939,2023-01-30,226.0,2023-09-04 18:16:57,9,0
9940,2022-11-04,313.0,2022-11-04 22:55:24,312,1
9941,2023-07-09,66.0,2022-11-10 01:27:24,307,0
9942,2023-08-07,37.0,2023-05-01 05:39:38,135,0
9943,2022-07-01,439.0,2023-01-04 12:25:03,252,0
9944,2022-10-16,332.0,2023-06-14 05:19:02,91,0
9945,2023-06-29,76.0,2023-01-29 22:01:01,226,0
9946,2022-07-02,438.0,2023-05-22 12:28:35,114,0
9947,2023-07-24,51.0,2023-07-24 13:17:02,51,0
9948,2023-08-18,26.0,2023-08-18 15:22:54,26,0
9949,2023-08-25,19.0,2023-08-25 12:24:14,19,0
9950,2021-08-03,771.0,2022-11-12 03:58:56,305,1
9951,2022-11-01,316.0,2022-11-01 08:28:58,316,1
9952,2022-09-22,356.0,2023-01-11 02:41:27,245,0
9953,2022-11-10,307.0,2023-08-16 18:58:57,27,0
9954,2023-01-19,237.0,2023-01-19 17:30:13,237,0
9955,2023-05-29,107.0,2023-03-21 22:42:01,175,0
9956,2023-07-10,65.0,2021-10-03 17:55:33,710,0
9957,2023-06-20,85.0,2023-04-19 17:19:44,147,0
9958,2023-08-10,34.0,2022-10-28 14:30:45,320,0
9959,2023-01-21,235.0,2022-11-09 01:11:43,308,0
9960,2020-07-20,1150.0,2023-05-28 15:13:02,108,0
9961,2022-11-29,288.0,2022-09-04 17:41:17,374,1
9962,2023-05-02,134.0,2023-03-31 07:40:55,166,0
9963,2023-05-09,127.0,2023-08-14 08:15:53,30,0
9964,2023-08-26,18.0,2023-08-26 14:28:57,18,0
9965,2023-05-01,135.0,2021-11-17 22:56:25,664,0
9966,2021-12-13,639.0,2022-07-06 21:40:48,433,1
9967,2023-06-29,76.0,2022-08-27 21:00:16,381,0
9968,2023-07-20,55.0,2022-09-15 16:20:14,363,0
9969,2022-10-04,344.0,2023-05-06 00:42:30,130,0
9970,2023-02-20,205.0,2023-06-21 03:51:09,84,0
9971,2020-09-16,1092.0,2023-06-04 13:49:39,101,0
9972,2023-04-04,162.0,2022-04-18 03:41:31,513,0
9973,2021-12-13,639.0,2023-08-23 06:59:39,21,0
9974,2022-04-15,516.0,2021-03-14 20:00:29,912,1
9976,2023-05-12,124.0,2023-06-11 21:57:29,93,0
9977,2023-02-19,206.0,2022-12-15 12:17:55,272,0
9978,2023-05-01,135.0,2023-03-24 12:38:50,173,0
9979,2022-12-14,273.0,2022-12-14 17:49:15,273,1
9980,2023-02-17,208.0,2023-08-03 06:24:54,41,0
9981,2023-05-03,133.0,2023-05-03 12:32:39,133,0
9982,2023-09-02,11.0,2023-01-15 06:23:45,241,0
9983,2023-05-22,114.0,2022-09-19 08:45:29,359,0
9984,2023-08-21,23.0,2022-01-17 07:26:21,604,0
9985,2021-05-31,835.0,2021-04-10 17:34:51,886,1
9986,2022-09-23,355.0,2021-08-08 00:01:00,766,1
9987,2022-02-21,569.0,2022-05-04 08:35:29,497,1
9988,2023-08-01,43.0,2022-09-04 11:57:25,374,0
9989,2021-12-05,647.0,2023-01-15 00:25:32,241,0
9990,2022-11-06,311.0,2023-04-13 19:11:46,152,0
9991,2023-03-06,191.0,2022-05-16 04:57:10,485,0
9992,2022-12-08,279.0,2023-09-02 03:07:15,11,0
9993,2023-06-13,92.0,2023-08-20 01:42:01,24,0
9994,2023-01-14,242.0,2023-01-14 20:16:43,241,0
9995,2023-06-23,82.0,2023-03-05 01:36:29,192,0
9996,2022-12-14,273.0,2023-04-15 15:32:54,151,0
9997,2023-08-27,17.0,2023-06-22 03:31:38,83,0
9998,2023-03-27,170.0,2023-02-04 09:46:35,221,0
9999,2023-07-17,58.0,2022-05-21 01:35:09,480,0
10000,2023-08-12,32.0,2023-06-20 21:49:33,84,0
10001,2022-07-31,409.0,2023-07-05 23:35:16,69,0
10003,2023-03-22,175.0,2023-08-05 11:30:11,39,0
10004,2023-04-13,153.0,2021-09-11 22:23:02,731,0
10005,2022-10-20,328.0,2023-05-29 19:32:06,106,0
10006,,9999.0,2022-01-15 15:34:00,606,1
10007,2022-12-05,282.0,2023-02-11 08:41:17,214,0
10008,2023-07-02,73.0,2022-06-07 05:55:18,463,0
10009,2021-06-21,814.0,2023-05-01 19:49:43,134,0
10010,2021-07-30,775.0,2023-05-09 07:46:55,127,0
10011,2023-08-18,26.0,2023-04-05 18:24:00,161,0
10012,2022-09-23,355.0,2023-02-14 10:44:05,211,0
10013,2023-05-17,119.0,2023-04-04 04:37:40,162,0
10014,2020-03-05,1287.0,2022-07-06 20:59:02,433,1
10015,2023-06-27,78.0,2020-04-11 16:56:09,1250,0
10016,2023-05-03,133.0,2023-07-19 04:37:52,56,0
10017,2023-08-01,43.0,2022-02-27 09:15:04,563,0
10018,2022-06-21,449.0,2023-03-19 14:14:56,178,0
10019,2023-08-22,22.0,2023-08-22 21:44:25,21,0
10020,2023-02-11,214.0,2022-07-22 09:44:35,418,0
10021,2023-07-05,70.0,2022-01-31 14:24:12,590,0
10022,2023-01-02,254.0,2023-01-02 20:29:50,253,0
10023,2021-12-14,638.0,2022-10-14 19:58:24,333,1
10024,2023-05-10,126.0,2023-05-14 21:24:19,121,0
10025,2023-07-21,54.0,2023-07-21 10:40:44,54,0
10026,2023-09-08,5.0,2021-10-06 01:01:10,707,0
10027,2023-05-24,112.0,2022-06-21 01:16:09,449,0
10028,2023-03-13,184.0,2022-10-15 10:15:44,333,0
10029,2021-12-07,645.0,2022-12-16 03:13:02,271,1
10030,2022-07-07,433.0,2022-07-07 09:47:53,433,1
10031,2023-01-26,230.0,2022-04-19 08:41:11,512,0
10032,2022-12-29,258.0,2021-09-14 13:48:15,729,0
10033,2022-09-15,363.0,2023-07-30 00:44:10,45,0
10034,2022-09-07,371.0,2023-07-21 18:39:35,54,0
10035,2022-01-06,615.0,2022-08-18 10:58:27,391,1
10036,2021-10-07,706.0,2022-02-14 18:24:19,576,1
10037,2022-06-30,440.0,2021-04-13 13:40:36,883,1
10038,2022-09-24,354.0,2022-11-06 10:12:04,311,1
10039,2022-12-29,258.0,2023-06-17 02:02:42,88,0
10040,2023-08-05,39.0,2023-08-05 15:39:48,39,0
10041,2023-09-08,5.0,2023-09-08 17:23:01,5,0
10042,2021-06-10,825.0,2023-09-03 03:49:03,10,0
10043,2022-08-15,394.0,2022-08-15 17:42:10,394,1
10044,2023-06-29,76.0,2023-09-04 11:38:53,9,0
10045,2022-10-08,340.0,2022-11-21 15:20:04,296,1
10046,2023-01-30,226.0,2022-09-04 04:26:39,374,0
10047,2023-01-20,236.0,2023-01-20 11:59:57,236,0
10048,2023-07-09,66.0,2023-07-09 10:05:30,66,0
10049,2022-11-19,298.0,2022-12-19 07:55:17,268,0
10050,2022-04-02,529.0,2023-07-25 21:52:37,49,0
10051,2022-08-19,390.0,2023-07-07 03:23:50,68,0
10052,2022-12-25,262.0,2023-07-15 18:51:33,59,0
10053,2023-04-20,146.0,2023-06-24 12:25:20,81,0
10054,2023-01-31,225.0,2022-07-09 23:59:50,430,0
10055,2023-08-01,43.0,2023-05-07 20:43:27,128,0
10056,2022-09-24,354.0,2022-09-24 11:12:11,354,1
10057,2023-07-25,50.0,2022-06-03 02:20:41,467,0
10058,2022-04-27,504.0,2023-07-18 01:49:38,57,0
10059,2022-11-08,309.0,2022-11-22 17:43:09,295,1
10060,2022-08-25,384.0,2023-06-08 18:17:04,97,0
10061,2023-07-25,50.0,2023-07-25 21:32:28,49,0
10062,2023-05-17,119.0,2021-11-10 18:32:31,672,0
10063,2022-12-25,262.0,2022-02-05 17:46:46,585,0
10064,2022-06-03,467.0,2022-10-02 21:05:38,345,1
10065,,9999.0,2023-05-09 00:04:54,127,0
10066,2023-04-06,160.0,2023-05-04 02:39:47,132,0
10067,2023-07-22,53.0,2023-07-21 10:02:32,54,0
10068,2023-03-08,189.0,2023-02-19 22:18:12,205,0
10069,2023-05-17,119.0,2023-05-11 15:40:59,125,0
10070,2023-08-28,16.0,2023-06-20 08:46:29,85,0
10071,2020-05-25,1206.0,2020-03-18 12:59:24,1274,1
10072,2022-10-27,321.0,2023-08-24 20:19:32,19,0
10073,2023-08-16,28.0,2023-05-07 14:37:22,129,0
10074,,9999.0,2023-08-02 05:14:30,42,0
10075,2022-02-01,589.0,2022-10-21 03:14:58,327,1
10076,2022-08-20,389.0,2023-07-07 21:13:45,67,0
10077,2022-12-26,261.0,2023-03-28 04:31:37,169,0
10078,2023-05-16,120.0,2022-07-09 13:41:12,431,0
10079,2021-12-15,637.0,2022-08-22 18:28:42,387,1
10080,2022-11-01,316.0,2023-02-04 20:38:56,220,0
10081,2023-08-06,38.0,2023-08-06 12:00:41,38,0
10082,2023-08-01,43.0,2023-07-13 04:10:05,62,0
10083,2023-07-15,60.0,2023-06-30 21:35:48,74,0
10084,2022-08-05,404.0,2023-05-10 15:25:07,126,0
10085,2022-10-24,324.0,2022-04-13 02:01:42,518,1
10086,2023-03-18,179.0,2022-07-06 00:26:40,434,0
10087,2023-05-28,108.0,2023-08-07 10:00:03,37,0
10088,2022-01-26,595.0,2023-01-25 09:46:59,231,0
10089,2023-06-04,101.0,2023-03-05 23:47:35,191,0
10090,2023-06-24,81.0,2023-06-24 09:33:27,81,0
10091,2022-12-29,258.0,2022-09-02 20:58:56,375,0
10092,2023-02-14,211.0,2023-03-09 18:29:43,188,0
10093,2022-10-31,317.0,2022-03-20 07:16:08,542,1
10094,2022-09-27,351.0,2023-09-02 02:24:49,11,0
10095,2023-04-08,158.0,2023-06-01 12:27:31,104,0
10096,2022-08-23,386.0,2023-05-15 16:41:20,121,0
10097,2023-08-14,30.0,2023-02-02 17:10:10,223,0
10098,2022-05-29,472.0,2023-07-04 01:33:52,71,0
10099,2023-03-13,184.0,2023-01-23 08:37:05,233,0
10100,2023-01-26,230.0,2023-05-19 12:53:18,117,0
10101,2022-10-30,318.0,2022-10-30 22:37:49,317,1
10102,2023-06-22,83.0,2023-06-22 05:41:00,83,0
10103,2020-10-06,1072.0,2023-09-04 02:19:53,9,0
10104,2022-05-30,471.0,2022-05-23 08:13:26,478,1
10105,2023-09-01,12.0,2023-09-01 21:41:08,11,0
10106,2022-08-05,404.0,2022-09-10 18:47:07,367,1
10107,2023-07-15,60.0,2022-05-10 10:32:03,491,0
10108,2023-05-21,115.0,2023-05-21 22:34:57,114,0
10109,2022-06-09,461.0,2023-07-19 15:13:07,56,0
10110,2022-07-19,421.0,2023-06-10 15:50:51,95,0
10111,2023-03-01,196.0,2023-03-01 22:44:36,195,0
10112,2023-08-27,17.0,2023-06-30 10:44:00,75,0
10113,2023-06-10,95.0,2023-01-04 20:08:59,251,0
10114,2023-05-31,105.0,2023-02-04 04:20:47,221,0
10115,2023-02-26,199.0,2022-10-31 10:56:55,317,0
10116,2023-06-24,81.0,2023-04-21 02:46:40,145,0
10117,2022-06-16,454.0,2023-08-30 02:17:10,14,0
10118,2023-02-22,203.0,2023-02-22 18:58:56,202,0
10119,2023-01-26,230.0,2023-09-06 03:17:35,7,0
10120,2023-01-25,231.0,2023-07-15 00:25:12,60,0
10121,2022-10-15,333.0,2023-04-22 05:34:19,144,0
10122,2022-05-25,476.0,2021-02-24 20:48:59,930,1
10123,2022-10-07,341.0,2022-11-25 01:11:52,292,1
10124,2023-09-11,2.0,2022-04-07 16:28:21,524,0
10125,2023-05-01,135.0,2023-06-30 05:15:30,75,0
10126,2023-07-30,45.0,2022-07-27 10:04:52,413,0
10127,2023-02-08,217.0,2023-08-10 05:12:23,34,0
10128,2023-08-26,18.0,2023-08-26 06:35:00,18,0
10129,2023-03-28,169.0,2023-05-17 11:01:12,119,0
10130,2021-11-20,662.0,2023-02-01 11:47:47,224,0
10131,2021-07-17,788.0,2022-12-13 14:45:05,274,1
10132,2023-04-15,151.0,2023-07-23 15:28:37,52,0
10133,2023-04-09,157.0,2022-12-12 23:01:15,274,0
10134,2023-05-04,132.0,2023-06-08 23:01:40,96,0
10135,2023-03-17,180.0,2023-08-10 04:55:55,34,0
10136,2023-08-23,21.0,2022-12-29 05:01:57,258,0
10137,2023-07-15,60.0,2023-07-15 13:27:50,60,0
10138,2022-04-18,513.0,2023-02-21 14:59:35,204,0
10139,2022-11-28,289.0,2023-05-17 03:40:14,119,0
10140,2021-11-07,675.0,2021-12-31 11:00:38,621,1
10141,2021-08-24,750.0,2023-03-20 16:11:28,177,0
10142,2023-06-11,94.0,2023-01-04 10:53:24,252,0
10143,2023-07-15,60.0,2021-07-28 14:55:40,777,0
10144,2023-03-06,191.0,2023-04-22 22:55:35,143,0
10145,2023-03-21,176.0,2023-03-21 01:42:23,176,0
10146,2022-10-23,325.0,2023-03-19 13:18:46,178,0
10147,2023-08-18,26.0,2023-08-29 21:39:42,14,0
10148,2021-07-03,802.0,2023-07-25 01:46:19,50,0
10149,2023-04-12,154.0,2023-06-18 22:48:21,86,0
10150,2023-04-09,157.0,2023-03-18 20:14:54,178,0
10151,2022-09-04,374.0,2022-09-04 16:22:23,374,1
10152,2022-11-01,316.0,2022-07-10 08:20:06,430,1
10153,2023-05-25,111.0,2023-03-05 14:33:16,192,0
10154,2022-09-10,368.0,2023-01-23 12:45:52,233,0
10155,2023-08-11,33.0,2023-08-11 17:06:57,33,0
10156,2021-06-27,808.0,2021-10-27 22:03:44,685,1
10157,2023-04-18,148.0,2022-04-30 06:04:24,501,0
10158,,9999.0,2021-11-04 13:07:46,678,1
10159,2023-04-10,156.0,2021-10-04 21:08:44,708,0
10160,2023-07-26,49.0,2022-11-13 23:11:22,303,0
10161,2021-07-04,801.0,2023-01-22 20:22:18,233,0
10162,2021-08-05,769.0,2023-04-15 00:21:44,151,0
10163,2021-12-30,622.0,2023-08-23 18:48:16,20,0
10164,2022-06-19,451.0,2023-05-13 20:20:05,122,0
10165,2023-08-14,30.0,2023-08-14 20:26:21,29,0
10166,2022-12-27,260.0,2022-06-12 09:10:07,458,0
10167,2021-07-29,776.0,2023-04-12 21:44:37,153,0
10168,2023-09-03,10.0,2023-06-24 08:22:14,81,0
10169,2023-07-21,54.0,2023-06-15 12:31:30,90,0
10170,2023-06-17,88.0,2023-09-04 21:35:59,8,0
10171,2021-10-10,703.0,2022-05-06 11:49:34,495,1
10172,2022-01-02,619.0,2022-12-26 22:25:01,260,0
10173,2023-06-04,101.0,2023-07-26 10:12:22,49,0
10174,2023-09-01,12.0,2023-07-17 03:00:25,58,0
10175,,9999.0,2023-01-07 15:22:29,249,0
10176,2022-11-13,304.0,2023-01-19 09:51:54,237,0
10177,2022-06-09,461.0,2022-06-09 01:17:46,461,1
10178,2023-09-02,11.0,2022-10-27 04:39:42,321,0
10179,2023-09-04,9.0,2022-09-11 15:46:39,367,0
10180,2023-01-10,246.0,2023-01-10 14:46:48,246,0
10181,2021-05-04,862.0,2022-06-02 06:36:06,468,1
10182,2022-05-14,487.0,2023-07-22 14:48:36,53,0
10183,2023-05-27,109.0,2021-06-28 21:08:00,806,0
10184,2021-06-28,807.0,2022-09-24 12:37:29,354,1
10185,2023-02-24,201.0,2021-09-21 08:14:53,722,0
10186,2023-04-11,155.0,2023-02-11 20:18:12,213,0
10187,2022-12-27,260.0,2023-03-22 10:03:42,175,0
10188,2022-09-03,375.0,2023-04-26 12:44:05,140,0
10189,2023-04-14,152.0,2023-09-12 22:13:07,0,0
10190,,9999.0,2023-07-27 06:53:40,48,0
10191,2022-09-12,366.0,2023-02-18 02:33:29,207,0
10192,2022-09-23,355.0,2023-06-25 12:42:30,80,0
10193,2022-06-01,469.0,2023-05-17 22:28:19,118,0
10194,2021-10-17,696.0,2022-10-06 06:27:14,342,1
10195,2022-10-10,338.0,2022-09-04 17:24:59,374,1
10196,2023-04-18,148.0,2021-11-11 20:01:11,670,0
10197,2021-03-20,907.0,2023-05-26 02:52:55,110,0
10198,2022-02-24,566.0,2023-08-17 05:32:50,27,0
10199,2022-02-27,563.0,2021-05-11 18:45:18,854,1
10200,2022-12-07,280.0,2023-05-22 14:43:05,114,0
10201,2023-08-02,42.0,2023-05-20 13:10:24,116,0
10202,2022-12-22,265.0,2022-10-05 16:26:52,343,0
10203,2023-03-27,170.0,2023-04-26 18:32:38,140,0
10204,2023-07-15,60.0,2022-12-15 19:47:32,271,0
10205,2023-09-09,4.0,2023-09-09 01:35:38,4,0
10206,2022-06-20,450.0,2023-08-18 04:59:12,26,0
10207,2023-05-08,128.0,2023-01-04 15:04:35,252,0
10208,2023-08-21,23.0,2023-08-21 01:04:54,23,0
10209,2022-07-21,419.0,2022-10-05 02:58:48,343,1
10210,2022-07-29,411.0,2023-04-06 03:32:08,160,0
10211,2023-01-06,250.0,2023-06-10 08:18:18,95,0
10212,2023-09-06,7.0,2023-08-10 21:04:16,33,0
10213,2022-10-13,335.0,2022-09-17 09:38:03,361,1
10214,2022-09-12,366.0,2023-07-21 23:19:44,53,0
10215,,9999.0,2023-02-26 09:35:02,199,0
10216,2022-10-02,346.0,2021-12-11 11:35:09,641,1
10217,2021-12-29,623.0,2022-12-20 02:51:19,267,0
10218,2022-08-22,387.0,2021-07-16 03:59:11,789,1
10219,2023-03-07,190.0,2023-03-07 22:47:00,189,0
10220,2023-06-20,85.0,2023-07-14 15:48:39,61,0
10221,2023-04-14,152.0,2023-04-26 13:24:31,140,0
10222,2023-02-18,207.0,2022-05-27 23:45:50,473,0
10223,2022-08-23,386.0,2023-04-26 20:39:20,139,0
10224,2023-05-03,133.0,2023-05-03 06:24:37,133,0
10225,2023-04-23,143.0,2023-04-23 09:10:52,143,0
10226,2022-07-25,415.0,2023-08-11 11:55:50,33,0
10227,2023-04-07,159.0,2023-04-07 05:41:37,159,0
10228,2020-02-20,1301.0,2023-03-31 02:31:14,166,0
10229,2022-02-06,584.0,2023-01-14 20:08:08,241,0
10230,2023-01-14,242.0,2023-06-17 03:35:34,88,0
10231,2023-09-05,8.0,2020-03-09 16:33:27,1283,0
10232,2022-04-06,525.0,2020-10-17 14:31:03,1061,1
10233,2023-02-07,218.0,2023-02-07 06:09:39,218,0
